train_week,predict_day,ideally_sched,missed,wrongly_sched,total_num,%_wrongly_sched,%_ideally_sched,%_missed_opp.,t_wrong_sched_%,r2s,mse,mae,model_score,y_pred
2022-03-01,2022-03-08,691,216,163,1352,12.05621301775148,51.109467455621306,31.25904486251809,25.54858934169279,0.04153868646677594,204.57973834354334,140.47388628510055,0.30552403400651584,"[942.33396876 195.85962296 700.40236272 ...  90.59119195 108.9882547
   0.        ]"
2022-03-02,2022-03-09,953,487,367,3437,10.677916787896422,27.727669479196976,51.101783840503664,44.057623049219686,-0.2879216357255807,196.67798827378925,78.27122331544054,0.31540050571761546,"[ 84.6374858    0.           0.         ... 516.13811866 653.56921716
   0.        ]"
2022-03-03,2022-03-10,905,894,1,3152,0.031725888324873094,28.71192893401015,98.78453038674033,8.333333333333332,-0.43298998501020947,139.8860220871659,72.1063999021966,0.3136924912639346,"[ 969.36926167  587.14042692 1056.52901695 ...    0.            0.
    0.        ]"
2022-03-04,2022-03-11,899,369,926,2954,31.347325660121868,30.43331076506432,41.045606229143495,63.598901098901095,-0.2140927203755909,267.8427622638733,131.85315807100275,0.29392201163105813,"[ 0.          0.          0.         ... 31.412214   36.87916842
  5.53787218]"
2022-03-05,2022-03-12,461,139,284,1043,27.22914669223394,44.19942473633749,30.151843817787416,46.864686468646866,-0.19065479364409676,209.27604169752806,144.93812659695132,0.2825136946276342,"[  0.           0.          73.96676248 ... 133.31268087   0.
   0.        ]"
2022-03-06,2022-03-13,401,129,110,678,16.224188790560472,59.14454277286135,32.16957605985037,28.79581151832461,-0.018263762253182048,225.50630467864164,171.0711493575925,0.36926167086221384,"[2.10865418e+02 8.47223233e+01 4.21427501e+02 4.21666047e+02
 4.21904593e+02 4.22143140e+02 4.68979479e+02 4.22927189e+02
 4.23165736e+02 4.23404282e+02 4.23642828e+02 4.23881375e+02
 1.50984040e+02 4.24312424e+02 1.52039977e+02 4.08275221e+02
 4.29202273e+02 4.29711965e+02 1.43315673e+02 1.62325631e+02
 2.73230551e+02 2.73438401e+02 2.73646252e+02 2.73854102e+02
 2.74061953e+02 2.74269804e+02 2.74477654e+02 2.74685505e+02
 2.74893355e+02 2.75101206e+02 2.75309057e+02 2.75516907e+02
 2.75724758e+02 2.75932609e+02 3.40955438e+02 3.41224680e+02
 2.76678943e+02 2.76886794e+02 3.41909623e+02 2.77363886e+02
 2.77571737e+02 2.77779588e+02 3.42802417e+02 2.78256680e+02
 3.43279510e+02 3.43548752e+02 2.78818186e+02 3.43841016e+02
 3.44110258e+02 2.53223579e+02 4.09051228e+02 3.71628263e+02
 2.72850959e+02 3.82741701e+02 3.82364369e+02 7.19114537e+02
 2.88820039e+02 1.28333831e+02 2.60508794e+02 3.26013279e+02
 3.26459022e+02 3.26904764e+02 3.27350506e+02 3.27796249e+02
 1.16924280e+02 3.72777687e+01 3.74856193e+01 3.76934699e+01
 3.79013205e+01 3.81091711e+01 3.83170217e+01 1.93587584e+01
 1.68633922e+02 4.43548498e+02 4.19359764e+02 4.19905268e+02
 1.70562696e+02 1.13621706e+02 1.13814209e+02 1.34687691e+02
 1.34880194e+02 7.12897994e+01 7.14823021e+01 7.16748049e+01
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 6.16428726e+01 6.18353753e+01 6.20278781e+01 7.24722573e+01
 4.54824462e+01 4.57516882e+01 4.60209303e+01 4.62901723e+01
 4.65594143e+01 4.68286563e+01 4.70978984e+01 4.73671404e+01
 4.76363824e+01 4.79056244e+01 4.81748665e+01 4.84441085e+01
 4.87133505e+01 4.89825925e+01 4.92518346e+01 4.95210766e+01
 4.97903186e+01 5.00595606e+01 5.03288027e+01 5.05980447e+01
 5.08672867e+01 5.11365287e+01 7.86955196e+01 7.89954574e+01
 4.16015811e+01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.42488624e+02
 4.08797495e+02 1.18113557e+02 4.28366068e+02 4.28911571e+02
 1.80374028e+02 1.86838559e+02 1.25212921e+02 1.24780408e+02
 1.67168200e+02 1.74130787e+02 1.78411027e+02 1.83482953e+02
 1.86575582e+02 4.46478985e+02 1.38781846e+02 1.38974349e+02
 4.47409494e+02 1.39712355e+02 3.57261281e+02 1.18416919e+02
 5.81424492e+01 8.84198010e+01 1.41955067e+01 7.28653567e+01
 7.31115769e+01 7.45751957e+01 6.88877699e+01 6.85884868e+01
 3.24719621e+02 2.73096455e+01 5.70790412e+01 5.72715439e+01
 0.00000000e+00 2.85116928e+02 2.66743344e+02 2.67288848e+02
 2.67834351e+02 2.68379855e+02 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.01387031e+02 2.01571205e+02 2.02116709e+02
 3.85339601e+02 2.44386469e+02 1.00926048e+03 2.03402031e+01
 3.66067612e+01 1.20136969e+02 9.11398320e+01 4.92789261e+02
 1.99959532e+02 1.17611080e+02 0.00000000e+00 1.33760333e+02
 1.34305836e+02 1.34851339e+02 1.35396843e+02 0.00000000e+00
 0.00000000e+00 2.11047767e+01 2.59498275e+02 0.00000000e+00
 2.48015121e+01 1.84307528e+01 1.86117447e+01 1.87927366e+01
 1.89737284e+01 1.91547203e+01 3.73907844e+02 6.39917378e+01
 6.41727297e+01 6.43537216e+01 6.45347134e+01 6.47157053e+01
 6.48966972e+01 6.50776891e+01 6.52586809e+01 6.54396728e+01
 6.56206647e+01 6.58016565e+01 6.59826484e+01 6.61636403e+01
 6.63446321e+01 6.65256240e+01 3.44999285e+02 1.27995238e+02
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 5.75128565e+01 5.77820986e+01 5.80513406e+01 5.83205826e+01
 5.85898246e+01 5.88590667e+01 5.91283087e+01 5.93975507e+01
 5.96667927e+01 5.99360348e+01 3.96707299e+02 3.97252802e+02
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.13630672e+02 1.13999675e+02 1.14368678e+02 1.14737681e+02
 1.15106684e+02 1.15475687e+02 1.15844690e+02 1.16213693e+02
 1.16582696e+02 4.52108062e+02 1.16951699e+02 1.93224218e+02
 1.93593221e+02 1.93962224e+02 5.44761517e+01 5.48451548e+01
 5.52141579e+01 5.55831610e+01 5.59521640e+01 5.63211671e+01
 5.66901702e+01 5.70591732e+01 5.74281763e+01 5.77971794e+01
 5.81661825e+01 5.85351855e+01 5.89041886e+01 5.92731917e+01
 5.96421947e+01 6.00111978e+01 6.03802009e+01 6.07492040e+01
 6.11182070e+01 6.14872101e+01 6.18562132e+01 6.22252162e+01
 6.25942193e+01 6.29632224e+01 6.33322255e+01 6.37012285e+01
 6.40702316e+01 4.02553875e+02 3.37558175e+02 9.68575612e+01
 9.71268032e+01 5.63154316e+02 2.94054258e+02 2.47128342e+02
 2.02811131e+02 0.00000000e+00 0.00000000e+00 2.03060671e+02
 1.29428398e-01 3.41115974e-01 5.04417144e+00 7.68328090e-01
 9.80015666e-01 1.19170324e+00 1.40339082e+00 1.61507839e+00
 1.82676597e+00 2.03845355e+00 2.25014112e+00 2.46182870e+00
 2.67351628e+00 2.88520385e+00 3.09689143e+00 3.30857900e+00
 3.52026658e+00 3.73195416e+00 3.94364173e+00 4.15532931e+00
 4.36701689e+00 4.57870446e+00 4.79039204e+00 5.00207961e+00
 5.21376719e+00 5.42545477e+00 5.63714234e+00 5.84882992e+00
 6.06051750e+00 6.27220507e+00 6.48389265e+00 6.69558022e+00
 6.90726780e+00 7.11895538e+00 7.33064295e+00 7.54233053e+00
 7.75401811e+00 7.96570568e+00 8.17739326e+00 8.38908083e+00
 8.60076841e+00 0.00000000e+00 2.79241232e+02 4.44501751e+02
 0.00000000e+00 0.00000000e+00 2.61008416e+02 2.61553919e+02
 1.68751590e+02 4.95287204e+01 3.39990542e+02 3.40536045e+02
 3.41081548e+02 3.41627052e+02 3.42172555e+02 3.42718058e+02
 3.43263562e+02 0.00000000e+00 0.00000000e+00 1.61610528e+01
 3.37556635e+02 0.00000000e+00 3.58907021e+02 3.59452525e+02
 3.59998028e+02 1.26697795e+02 1.89263002e+01 0.00000000e+00
 3.37273780e+02 3.37819283e+02 3.38364787e+02 3.38910290e+02
 0.00000000e+00 0.00000000e+00 3.92440275e+02 0.00000000e+00
 1.26710770e+02 0.00000000e+00 0.00000000e+00 2.01411366e+00
 2.45791063e+01 1.50715496e+00 0.00000000e+00 2.78367270e+02
 2.83512164e+02 0.00000000e+00 2.74002205e+01 2.73550860e+02
 2.58178281e+02 2.58723784e+02 2.59269288e+02 2.66826506e+02
 1.55770976e+02 1.47074955e+02 2.54314335e+02 2.54859838e+02
 2.55405342e+02 2.55950845e+02 0.00000000e+00 2.56875880e+02
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 4.98079448e+02 4.98624312e+02 4.99169176e+02 4.99714040e+02
 5.00258904e+02 5.00803768e+02 5.01348631e+02 5.01893495e+02
 5.02438359e+02 5.02983223e+02 0.00000000e+00 5.03743612e+02
 5.04288475e+02 1.16609531e+02 2.69691039e+02 2.70136781e+02
 2.70582524e+02 2.71028266e+02 2.71474008e+02 2.71919751e+02
 2.72365493e+02 0.00000000e+00 1.08619448e+02 0.00000000e+00
 2.17071978e+01 2.19764398e+01 2.22456819e+01 2.25149239e+01
 2.27841659e+01 2.30534079e+01 2.33226500e+01 2.35918920e+01
 2.38611340e+01 2.41303760e+01 2.43996181e+01 2.46688601e+01
 2.49381021e+01 2.52073442e+01 2.54765862e+01 2.57458282e+01
 2.60150702e+01 2.62843123e+01 2.65535543e+01 2.68227963e+01
 2.70920383e+01 4.87530583e-01 7.03055122e-01 3.41703689e+02
 1.46408305e+00 2.84444802e+02 2.84990305e+02 2.85535809e+02
 2.86081312e+02 2.10161164e+02 2.90350576e+02 1.01562514e+02
 3.39157072e+02 2.47929694e+02 2.48475197e+02 2.49020701e+02
 2.49566204e+02 2.50111708e+02 2.50657211e+02 2.51202714e+02
 2.51748218e+02 2.52293721e+02 2.52839225e+02 2.53384728e+02
 2.53930231e+02 2.54475735e+02 2.55021238e+02 2.55566741e+02
 2.56112245e+02 2.56657748e+02 2.57203252e+02 2.57748755e+02
 2.58294258e+02 2.58839762e+02 0.00000000e+00 2.59577768e+02
 2.76318364e+02 2.76863868e+02 2.77409371e+02 2.78977733e+02
 2.79523237e+02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 7.24343061e+01 2.89119605e+02 2.89665108e+02 2.90210611e+02
 5.66583642e+01 3.36758078e+02 3.68685486e+02 3.69230990e+02
 6.54434347e+01 1.33173112e+02 5.00907144e+01 1.98945860e+02
 3.08394356e+02 4.04798261e+02 4.33459754e+02 2.02171344e+02
 1.84591141e+02 1.84829687e+02 1.85068233e+02 1.85306779e+02
 1.85545326e+02 1.85783872e+02 1.86022418e+02 1.86260965e+02
 1.86499511e+02 1.86738057e+02 1.86976604e+02 1.87215150e+02
 1.87453696e+02 1.87692243e+02 1.87930789e+02 1.88169335e+02
 1.88407882e+02 1.88646428e+02 1.88884974e+02 1.89123521e+02
 1.89362067e+02 1.89600613e+02 1.89839160e+02 1.90077706e+02
 1.90316252e+02 1.90554798e+02 1.90793345e+02 1.91031891e+02
 1.91270437e+02 1.91508984e+02 1.91747530e+02 1.91986076e+02
 1.92224623e+02 1.92463169e+02 1.92701715e+02 1.92940262e+02
 1.93178808e+02 1.93417354e+02 1.93655901e+02 1.93894447e+02
 1.94132993e+02 1.94371540e+02 1.94610086e+02 1.94848632e+02
 1.95087179e+02 1.95325725e+02 1.95564271e+02 1.95802818e+02
 1.96041364e+02 1.96279910e+02 4.71020458e+02 2.70055530e+02
 1.07267110e+02 1.63699949e+02 1.86932685e+02 1.87294014e+02
 1.87655344e+02 1.88016673e+02 1.88378002e+02 1.88739331e+02
 1.89100660e+02 2.70752147e+02 2.71113476e+02 2.21452106e+02
 2.75661364e+02 2.58136421e+02 2.39405431e+02 1.36007919e+02
 8.05963254e+02 6.10231664e+02 3.30350706e+02 3.30712035e+02
 3.31073364e+02 3.31434693e+02 3.31796022e+02 3.32157351e+02
 3.32518681e+02 4.55096876e+02 1.44054912e+02 4.00368302e+02
 3.57431355e+02 9.70686957e+01 2.51689888e+01 1.75932225e-01
 3.05326381e+02 2.32552566e+02 5.01678860e+01 5.04985195e+01
 5.08291529e+01 5.11597863e+01 5.14904198e+01 5.18210532e+01
 5.21516867e+01 5.24823201e+01 5.28129535e+01 5.31435870e+01
 5.34742204e+01 5.38048538e+01 5.41354873e+01 5.44661207e+01
 5.47967542e+01 5.51273876e+01 1.04734539e+03 2.38584544e+02
 0.00000000e+00 3.42339881e+02]"
2022-03-07,2022-03-14,727,67,556,1471,37.797416723317475,49.42216179469748,9.21595598349381,45.723684210526315,0.051532294366040676,769.0608812892789,194.33620008711563,0.3540082973487938,"[438.3758985  438.64507937 438.91426023 ... 203.70679443 151.32992687
 167.17526981]"
2022-03-08,2022-03-15,768,4,711,1533,46.37964774951076,50.09784735812133,0.5208333333333333,48.20338983050848,0.024373059033695355,1796.6819461538228,311.10141404062387,0.18529501641500223,"[485.92868448 108.94760144 183.05866284 ... 608.2409821  607.9183931
 233.12450026]"
2022-03-09,2022-03-16,693,18,145,1047,13.84909264565425,66.189111747851,2.5974025974025974,17.682926829268293,0.07113401024908372,461.6554805465268,344.2338217669833,0.08891718483025635,"[534.52783673  43.6802799  445.05802881 ... 236.99442025  85.57309983
 312.17477396]"
2022-03-10,2022-03-17,529,1,247,777,31.78893178893179,68.08236808236808,0.1890359168241966,31.870967741935484,0.2595984215491607,369.4128534678565,307.32262926789707,0.11905311481938607,"[ 385.36445995  474.06830938  346.47577527  646.96702586  769.9553208
  399.5468755   540.65997239  541.49828349  542.33659458  743.5360641
  544.03824465  525.90094534  630.37713047  264.46128461  440.39833421
  405.06852718  444.65063758  356.37426966  694.28421977  457.28381626
  458.11537826  382.59769883  775.67151903  127.68769116  590.61256177
  591.43484377  592.25712576  593.07940776  849.42573752  850.328165
 1065.01219108 1065.91461856 1066.81704603  445.81907569 1068.54259914
 1036.60466706 1037.50709454 1038.40952201 1039.31194949 1040.21437697
 1041.11680445 1035.2755793  1036.17800678 1037.08043425 1037.98286173
 1038.88528921 1039.78771669 1040.69014416 1041.59257164 1042.49499912
 1043.3974266  1044.29985407 1045.20228155 1046.10470903 1047.00713651
 1047.90956399 1048.81199146 1049.71441894 1050.61684642 1051.5192739
 1052.42170137 1053.32412885 1054.22655633 1055.12898381 1056.03141128
 1056.93383876 1057.83626624 1058.73869372 1059.64112119 1060.54354867
 1061.44597615 1062.34840363 1063.25083111 1064.15325858 1065.05568606
 1065.95811354 1066.86054102  701.28660965  442.55437263  404.42784082
  397.92246985  398.74728275  399.57209566  512.05986054  448.29286473
  556.85870178  557.68098377  558.50326577  448.38145585  366.10133796
 1227.26974208  413.5522436   464.58650276  436.42490916  954.85837786
  438.15889863  357.26964618  541.21525099  556.0061354   556.84107195
  531.49912572 1058.08279925  432.09813191  392.98612105  374.971496
  698.5829257   534.52284124  564.40082272  373.07764363  545.09817143
 1033.52047601  444.90103324  395.14885513  371.0573599   464.34902289
  550.22664963  391.2075479   377.2796433   415.81879571  602.73282066
  404.33460379  389.78278086  819.88658029  820.76707321  821.64756614
  822.52805906  823.40855199  824.28904491  824.3278522   450.45428004
  400.78520152  456.32857131  457.15338422  457.97819712  458.80301003
  459.62782294  460.45263584  461.27744875  462.10226165  462.92707456
  463.75188746  464.57670037  465.40151327  415.73243476  467.04779266
  467.87260557  469.05352336  469.87833626  447.55549072  388.40031873
  609.52633053  581.22640536  377.33631561  413.09398854  431.23880654
 1027.98781659 1028.89024407  382.60346056  383.42742983  384.2513991
  385.07536837  385.89933764  386.72330691 1013.96914354  758.77340184
  520.04556353  491.15826445 1013.86811845 1014.77054592 1015.6729734
 1016.57540088 1016.57540088 1017.47782836 1018.38025583  536.2065778
 1020.12127562  537.94759758  536.60478299  537.44309408 1066.60125411
 1063.6501658   458.26355673  457.36112925  329.93605181  330.76086471
  418.82705847  232.08228445  232.90709735  233.73191026  305.08816788
  331.94866902  293.19816699  452.50836452  956.04184829  956.94427576
  455.14225056  428.28115713  419.21747407  709.77889981  205.78709328
  154.42882682  827.32215729  828.15709384  828.99203039  829.82696693
  830.66190348  831.49684002  832.33177657  833.16671311  834.00164966
  791.56070444  260.23974788  952.28086953  350.21256572  131.40392045
  268.52786695  269.43029443  270.33272191  271.23514938  272.13757686
  273.04000434  273.94243182  274.84485929  275.74728677  276.64971425
  277.55214173  278.45456921  279.35699668  280.25942416  281.16185164
  282.06427912  282.96670659  283.86913407  284.77156155  285.67398903
  286.5764165   287.47884398  288.38127146  289.28369894  290.18612641
  291.08855389  291.99098137  292.89340885  293.79583633  294.6982638
  295.60069128  296.50311876  297.40554624  298.30797371  299.21040119
  300.11282867  301.01525615  301.91768362  302.8201111   303.72253858
  304.62496606  305.52739353  306.42982101  307.33224849  308.23467597
  309.13710345  310.03953092  310.9419584   311.84438588  312.74681336
    0.          214.57925103  215.46986759  305.46970241  299.20030884
    0.          949.19811761  950.0203996   950.8426816   951.66496359
  952.48724559  883.28245389  884.18488137  885.08730884  259.74231236
  260.56459436  261.38687636  262.20915835  263.03144035  263.85372234
  264.67600434  265.49828633  266.32056833  267.14285033  267.96513232
  268.78741432  269.60969631  270.43197831  271.2542603   218.56246912
 1132.60311788  645.89275408 1131.55410293  648.63113017  647.28831557
  271.68761652  272.52620882  407.88027951  322.14914248  274.33608335
  427.52617875  363.43636754  385.54828527  352.25570772  207.87446588
  527.17090795  307.20661423  239.10544165  289.67194203  337.81939719
  297.90888085  295.02251802  430.78735924  295.81793016  318.82618711
  433.26944693  314.90612698  353.4928093   316.55097218  333.35045761
  333.35045761  343.00112027  311.02914012  375.0702701   328.34378718
  314.56410717  341.56320033  357.74820059  337.13126448  326.44677758
  306.26399768  299.62283086  937.95600503  357.97036978  377.19368159
  378.02186904  378.8500565   379.67824395  367.41799001  415.60745258
  398.2091776   345.36280131  357.03146259  357.87005489  356.5272403
  357.36555139  298.44394332  356.36779297  357.20610406  226.59137582
  337.08915882  337.92775113  109.48984075  635.57399543  136.2586319
  110.27896168  111.04608253  146.3705723   267.79771178  137.18854322
  263.24960808  264.09129372  264.93297936  739.09939704  740.00182451
   98.11814583  108.47919539  717.37146857  113.23093377  147.1540964
  187.00330697  280.42972531  351.95641044  171.30859578  157.23363785
  116.74393849  723.49357993  724.39600741  725.29843488  124.71993344
  727.0265189   727.92894638  139.85151144  140.67801161  141.50451179
  142.33101197  143.15751215  143.98401233  144.81051251  127.41055025
  730.91996444  731.82239192  737.0065036   733.62724687  738.81135856
  739.71378603  740.61621351  741.51864099  429.60897358  429.78363937
  744.1449343   744.1449343   141.91613934  745.44400627  746.77460217
  747.67702964  748.57945712  334.63816937  124.11359858  250.84627113
  191.22287342  430.92699482  431.78892773  432.65086065  433.51279357
  146.42901597  147.25382888  154.62286248  143.28321918  175.43786982
  165.02911786  727.86850109  145.46824312  116.62971522  667.43586779
  120.87352719  282.90321208  122.08890351  284.56639232  291.39049013
  292.23217577  293.07386141  274.28288496  133.09870756  283.47344606
  284.31513169  136.26002524  282.15013533  121.33582676  195.60697957
  195.53442682  198.24136298  199.06448861  199.88761424  200.71073987
  117.24370704  249.88106271  250.73624653  197.31623856  198.14611328
  128.93908351  198.46352796  197.51048228  154.0440539   453.76695629
  454.63057648  455.49419667  456.35781687  457.22143706  458.08505725
  458.94867744  459.81229763  197.1944164   461.50579255  462.36941274
  463.23303293  464.09665312  556.4716832   465.84076624  466.70438643
  467.56800662  204.95012539  560.77291143  470.14199447  471.00561466
  471.86923485  472.73285504  565.10788512  474.47696816  475.34058835
  476.20420854  568.57923862  477.94832166  478.81194185  479.67556204
  480.53918223  572.91421231  482.28329535  483.14691554  484.01053573
  576.38556581  485.75464885  486.61826904  487.48188923  579.85691931
  489.22600235  490.08962254  490.95324273  491.81686292  492.68048311
  493.5441033   494.4077235   495.27134369  232.65346245  772.20733731
  183.54524086  485.60279396  486.46472688  245.76058475  496.98351952
  497.84545243  498.70738535  499.56931827  500.43125119  501.29318411
  250.85962951  245.62841501  804.23029044  319.34714484  196.45692066
  240.51947752  241.34935225  799.95122768  192.24113065  194.64359266
  200.06584691  196.64606908  192.79676471  191.81587902  185.86840058
  214.90444962  196.09828772  185.40509593  211.37283576  189.68164705
  167.44250408  799.52706507  191.81696804  167.25442783 1042.13066726
  201.52548138  313.60120244  167.78942092  800.69682491  243.82725168
  244.65712641  175.45009664  195.94606402  195.34295645  489.08419266
  804.06871887  804.97114635  805.87357382  806.7760013   807.67842878
  808.58085626  809.48328374  810.38571121  811.28813869  812.19056617
  813.09299365  813.99542112  814.8978486   815.80027608  816.70270356
  817.60513103  818.50755851  819.40998599  820.31241347  821.21484094
  822.11726842  823.0196959   823.92212338  824.82455086  825.72697833
  826.62940581  827.53183329  828.43426077  829.33668824  830.23911572
  831.1415432   832.04397068  832.94639815  833.84882563  834.75125311
  835.65368059  234.48780425  235.31261716  236.13743007  236.96224297
  338.13168145  338.966618    339.80155454  283.57967021  283.57798294
  284.40785767  285.23773239  372.65571788  373.49740352  374.33908916
  375.1807748   376.02246044  376.86414608  377.70583172  378.54751736
  379.38920299  380.23088863  381.07257427  381.91425991  382.75594555
  383.59763119  384.43931683  385.28100246  386.1226881   386.96437374
  387.80605938  388.64774502  389.48943066  390.3311163   391.17280194
  392.01448757  306.26806245  307.09793717  270.40517109  268.67518697
  264.09129697  261.52202552  262.34683843  307.3275588   308.15743352
  271.46466744  274.95181022  272.93140786  273.75622077  270.03248533
  270.85729824  271.68211114  272.50692405  327.56115371  274.15992441
  274.98473731  275.80955022  276.63436312  277.45917603  278.28398893
  279.10880184  279.93361475  321.67101909  281.58324056  282.40805346
  283.23286637  577.3329878   284.91961219  285.7444251   286.569238
  287.39405091  288.21886381  289.04367672  289.86848963  290.69330253
  291.51811544  292.34292834  896.07737706  294.07016873  294.89498163
  295.71979454  296.54460744  297.36942035  298.19423325  901.92868198
  294.53530223  839.60551724  840.50007078  358.55475771  333.63010294
  334.45829039  335.28647784  336.11466529  336.94285274  489.60306117
  244.89887661  838.99203345  229.82867953   98.28314369 1208.9923457
 1209.89477318  593.12524655  298.01312571  677.60318672  389.45649048
  390.28130339  391.10611629  387.85582678  534.88166469  535.73684852
  274.09606456  340.23135669  397.24735121  287.43330129  287.4358322
  288.26570693  289.09558165  261.6009342   934.19549544  935.09792291
  936.00035039  936.90277787  937.80520535  938.70763282  939.6100603
  940.51248778  941.41491526  942.31734274  943.21977021  944.12219769
  945.02462517  226.39352169  946.74905343  947.65148091  948.55390838
  949.45633586  950.35876334  951.26119082  952.1636183   953.06604577
  953.96847325  933.03431127  311.6081725   312.43129813 1045.56461339
 1046.46704086 1047.36946834 1048.27189582 1049.1743233  1050.07675078
 1050.97917825 1051.88160573 1052.78403321 1053.68646069 1054.58888816
 1055.49131564 1056.39374312 1057.2961706  1058.19859807 1059.10102555
 1060.00345303 1060.90588051 1061.80830798 1062.71073546 1063.61316294
 1064.51559042 1065.4180179   520.94620043  527.56891307  534.19162571
  416.73183366  541.63662035  419.781561    358.76710865  380.00970319
  301.69329186  994.94770679  466.08472335  466.07291244  466.89603807
  168.71712567  413.25158377  569.08180841  248.79409849 1193.7329682
 1194.63539568  597.82199704]"
